book_id,title,image_url,authors
18839,Orlando,https://images.gr-assets.com/books/1443118010m/18839.jpg,Virginia Woolf
2410506,Thanks for the Memories,https://images.gr-assets.com/books/1328019535m/2410506.jpg,Cecelia Ahern
298230,Agnes Grey,https://images.gr-assets.com/books/1400875530m/298230.jpg,"Anne Brontë, Angeline Goreau"
26050,Angels Fall,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nora Roberts
6339304,"Pursuit of Honor (Mitch Rapp, #12)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Vince Flynn
2299110,Acheron (Dark-Hunter #14),https://images.gr-assets.com/books/1437687512m/2299110.jpg,Sherrilyn Kenyon
6135237,South of Broad,https://images.gr-assets.com/books/1320532445m/6135237.jpg,Pat Conroy
171102,The Birth House,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Ami McKay
3657138,"Fade (Wake, #2)",https://images.gr-assets.com/books/1293805966m/3657138.jpg,Lisa McMann
775346,The Little Friend,https://images.gr-assets.com/books/1327936589m/775346.jpg,Donna Tartt
3165162,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rick Riordan
2133795,"Savvy (Savvy, #1)",https://images.gr-assets.com/books/1480110534m/2133795.jpg,Ingrid Law
4452257,The Book of Basketball: The NBA According to The Sports Guy,https://images.gr-assets.com/books/1320424763m/4452257.jpg,Bill Simmons
13151,"London Bridges (Alex Cross, #10)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,James Patterson
2750180,لا تحزن,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,عائض القرني
634583,Wings of Fire: An Autobiography,https://images.gr-assets.com/books/1295670969m/634583.jpg,"A.P.J. Abdul Kalam, Arun Tiwari"
11401915,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",https://images.gr-assets.com/books/1314846147m/11401915.jpg,"L.J. Smith, Kevin Williamson, Julie Plec"
13588394,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,https://images.gr-assets.com/books/1355058876m/13588394.jpg,Nate Silver
25614492,Salt to the Sea,https://images.gr-assets.com/books/1437084512m/25614492.jpg,Ruta Sepetys
16319,"The Body in the Library (Miss Marple, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Agatha Christie
119,The Lord of the Rings: The Art of The Fellowship of the Ring,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Gary Russell
8379374,"Backstage Pass (Sinners on Tour, #1)",https://images.gr-assets.com/books/1348192403m/8379374.jpg,Olivia Cunning
189182,The Story About Ping,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Marjorie Flack, Kurt Wiese"
8274537,"Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)",https://images.gr-assets.com/books/1370064608m/8274537.jpg,Rachel Renée Russell
8252,"Farmer Boy (Little House, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Laura Ingalls Wilder, Garth Williams"
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,https://images.gr-assets.com/books/1360936414m/7108725.jpg,Simon Sinek
17345258,The All-Girl Filling Station's Last Reunion,https://images.gr-assets.com/books/1373052495m/17345258.jpg,Fannie Flagg
25354,Bastard Out of Carolina,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dorothy Allison
9464733,Beauty Queens,https://images.gr-assets.com/books/1289410187m/9464733.jpg,Libba Bray
4699575,"Daemon (Daemon, #1)",https://images.gr-assets.com/books/1432909825m/4699575.jpg,Daniel Suarez
4035,The Burden of Proof,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Scott Turow
22299763,"Crooked Kingdom (Six of Crows, #2)",https://images.gr-assets.com/books/1456172607m/22299763.jpg,Leigh Bardugo
758153,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Joy Adamson
333867,The Stars My Destination,https://images.gr-assets.com/books/1433671750m/333867.jpg,"Alfred Bester, Neil Gaiman"
24431,"Trickster's Choice (Daughter of the Lioness, #1)",https://images.gr-assets.com/books/1395898571m/24431.jpg,Tamora Pierce
15839984,"Cruel Beauty (Cruel Beauty Universe, #1)",https://images.gr-assets.com/books/1371652590m/15839984.jpg,Rosamund Hodge
11289,"The Rise of Endymion (Hyperion Cantos, #4)",https://images.gr-assets.com/books/1329609799m/11289.jpg,Dan Simmons
3977,"Endymion (Hyperion Cantos, #3)",https://images.gr-assets.com/books/1329611385m/3977.jpg,Dan Simmons
920607,The Arrival,https://images.gr-assets.com/books/1312827620m/920607.jpg,Shaun Tan
15704486,"Calamity (The Reckoners, #3)",https://images.gr-assets.com/books/1437098338m/15704486.jpg,Brandon Sanderson
10873,Shopgirl,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Steve Martin
5664022,حوار مع صديقي الملحد,https://images.gr-assets.com/books/1304370020m/5664022.jpg,مصطفى محمود
24580,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mark Twain
15701217,The Woman Upstairs,https://images.gr-assets.com/books/1345666863m/15701217.jpg,Claire Messud
74731,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",https://images.gr-assets.com/books/1331320721m/74731.jpg,Christopher Moore
4708,The Beautiful and Damned,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,F. Scott Fitzgerald
27037,Confessions,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler"
23602562,Our Souls at Night,https://images.gr-assets.com/books/1418766517m/23602562.jpg,Kent Haruf
116012,Carolina Moon,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nora Roberts
16138688,The Painted Girls,https://images.gr-assets.com/books/1352484200m/16138688.jpg,Cathy Marie Buchanan
13402447,"UnEnchanted (An Unfortunate Fairy Tale, #1)",https://images.gr-assets.com/books/1327819697m/13402447.jpg,Chanda Hahn
7897478,"The Bedwetter: Stories of Courage, Redemption, and Pee",https://images.gr-assets.com/books/1269295414m/7897478.jpg,Sarah Silverman
2247142,"The Talented Mr. Ripley (Ripley, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Patricia Highsmith
8662836,"Chain Reaction (Perfect Chemistry, #3)",https://images.gr-assets.com/books/1327881446m/8662836.jpg,Simone Elkeles
390711,"Noble House (Asian Saga, #5)",https://images.gr-assets.com/books/1365185986m/390711.jpg,James Clavell
28866,"Dark Prince (Dark, #1)",https://images.gr-assets.com/books/1405352801m/28866.jpg,Christine Feehan
4634266,NARUTO -ナルト- 巻ノ四十三,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Masashi Kishimoto
16131077,The Shining Girls,https://images.gr-assets.com/books/1352227705m/16131077.jpg,Lauren Beukes
1128178,The Zookeeper's Wife,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Diane Ackerman
24499258,Slade House,https://images.gr-assets.com/books/1446777435m/24499258.jpg,David Mitchell
18170143,An Astronaut's Guide to Life on Earth,https://images.gr-assets.com/books/1380495144m/18170143.jpg,Chris Hadfield
2321296,"Ink Exchange (Wicked Lovely, #2)",https://images.gr-assets.com/books/1275693727m/2321296.jpg,Melissa Marr
6621287,com نسيان,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"أحلام مستغانمي, Ahlam Mosteghanemi"
5347,Bleachers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,John Grisham
206962,Hop On Pop,https://images.gr-assets.com/books/1327947739m/206962.jpg,Dr. Seuss
8,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"J.K. Rowling, Mary GrandPré"
103983,"Skeleton Key (Alex Rider, #3)",https://images.gr-assets.com/books/1306076661m/103983.jpg,Anthony Horowitz
43930,Gone for Good,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Harlan Coben
45101,"The Mad Ship (Liveship Traders, #2)",https://images.gr-assets.com/books/1328628210m/45101.jpg,Robin Hobb
722864,"Inside the Human Body (The Magic School Bus, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Joanna Cole, Bruce Degen"
126507,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Michael Connelly
20578940,"The Iron Trial (Magisterium, #1)",https://images.gr-assets.com/books/1396560808m/20578940.jpg,"Holly Black, Cassandra Clare"
12962439,"A Game of Thrones: The Graphic Novel, Vol. 1",https://images.gr-assets.com/books/1369052110m/12962439.jpg,"Daniel Abraham, George R.R. Martin, Tommy Patterson"
7091370,"The Carrie Diaries (The Carrie Diaries, #1)",https://images.gr-assets.com/books/1366214548m/7091370.jpg,Candace Bushnell
5181,Jewel,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Bret Lott
17860199,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",https://images.gr-assets.com/books/1376880754m/17860199.jpg,Veronica Roth
228258,"Tribulation Force (Left Behind, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Tim LaHaye, Jerry B. Jenkins"
7015635,Food Rules: An Eater's Manual,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Michael Pollan
20316309,في قلبي أنثى عبرية,https://images.gr-assets.com/books/1387912700m/20316309.jpg,خولة حمدي
263147,"Vampire Kisses (Vampire Kisses, #1)",https://images.gr-assets.com/books/1345950574m/263147.jpg,Ellen Schreiber
16044981,"Fly Away (Firefly Lane, #2)",https://images.gr-assets.com/books/1355338978m/16044981.jpg,Kristin Hannah
28689,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Tad Williams
76104,The Exploits of Sherlock Holmes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Adrian Conan Doyle, John Dickson Carr"
176839,One True Thing,https://images.gr-assets.com/books/1320401814m/176839.jpg,Anna Quindlen
23156040,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),https://images.gr-assets.com/books/1411338052m/23156040.jpg,"Elena Ferrante, Ann Goldstein"
28250,"The Novice (Black Magician Trilogy, #2)",https://images.gr-assets.com/books/1327357280m/28250.jpg,Trudi Canavan
97782,Then We Came to the End,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Joshua Ferris
17202452,"One Week Girlfriend (One Week Girlfriend, #1)",https://images.gr-assets.com/books/1361553462m/17202452.jpg,Monica  Murphy
45102,"Ship of Destiny (Liveship Traders, #3)",https://images.gr-assets.com/books/1403180325m/45102.jpg,Robin Hobb
15990489,A Week in Winter,https://images.gr-assets.com/books/1346827587m/15990489.jpg,Maeve Binchy
13154952,Calico Joe,https://images.gr-assets.com/books/1329430545m/13154952.jpg,John Grisham
282356,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Hisaya Nakajo, David Ury"
13928,"Daughter of the Forest  (Sevenwaters, #1)",https://images.gr-assets.com/books/1343589988m/13928.jpg,Juliet Marillier
556511,The Very Busy Spider,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Eric Carle
37738,Freckle Juice,https://images.gr-assets.com/books/1295888341m/37738.jpg,Judy Blume
7155145,Linchpin: Are You Indispensable?,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Seth Godin
34053,Just So Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rudyard Kipling
78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,https://images.gr-assets.com/books/1430014768m/78508.jpg,Candice Millard
4477,Complications: A Surgeon's Notes on an Imperfect Science,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Atul Gawande, Susanne Kuhlmann-Krieg"
7779059,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",https://images.gr-assets.com/books/1269115846m/7779059.jpg,Jim Butcher
497164,Camera Lucida: Reflections on Photography,https://images.gr-assets.com/books/1312018081m/497164.jpg,"Roland Barthes, Richard Howard"
690866,The Hundred Secret Senses,https://images.gr-assets.com/books/1327869967m/690866.jpg,Amy Tan
23638955,Pretty Baby,https://images.gr-assets.com/books/1438274437m/23638955.jpg,Mary Kubica
2595138,The Gargoyle,https://images.gr-assets.com/books/1368598513m/2595138.jpg,Andrew Davidson
823,"Quicksilver (The Baroque Cycle, #1)",https://images.gr-assets.com/books/1377095669m/823.jpg,Neal Stephenson
17287028,My Story,https://images.gr-assets.com/books/1367749530m/17287028.jpg,"Elizabeth  Smart, Chris Stewart"
176327,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",https://images.gr-assets.com/books/1349272153m/176327.jpg,"Michael Buckley, Peter Ferguson"
149847,Mort: The Play,https://images.gr-assets.com/books/1353573597m/149847.jpg,"Terry Pratchett, Stephen Briggs"
6909544,"Birthmarked (Birthmarked, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Caragh M. O'Brien
284440,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",https://images.gr-assets.com/books/1334279051m/284440.jpg,"Derek Landy, Tom Percival"
31818,The Philosophy of Andy Warhol (From A to B and Back Again),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Andy Warhol
7805,Pale Fire,https://images.gr-assets.com/books/1388155863m/7805.jpg,Vladimir Nabokov
89788,The Lady and the Unicorn,https://images.gr-assets.com/books/1311281285m/89788.jpg,Tracy Chevalier
5338,A Christmas Carol and Other Christmas Writings,https://images.gr-assets.com/books/1388952779m/5338.jpg,"Charles Dickens, Michael Slater"
18007533,One More Thing: Stories and Other Stories,https://images.gr-assets.com/books/1393786903m/18007533.jpg,B.J. Novak
7557548,Men at Arms: The Play,https://images.gr-assets.com/books/1353573652m/7557548.jpg,"Terry Pratchett, Stephen Briggs"
5212771,"Carpe Corpus (The Morganville Vampires, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rachel Caine
16120760,The Shock of the Fall,https://images.gr-assets.com/books/1356034436m/16120760.jpg,Nathan Filer
13597728,"Asylum (Asylum, #1)",https://images.gr-assets.com/books/1371333892m/13597728.jpg,Madeleine Roux
24388326,The Heart Goes Last,https://images.gr-assets.com/books/1493598486m/24388326.jpg,Margaret Atwood
30260,"A Fistful of Charms (The Hollows, #4)",https://images.gr-assets.com/books/1348805978m/30260.jpg,Kim Harrison
213367,Desiring God: Meditations of a Christian Hedonist,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,John Piper
12813630,The Coldest Girl in Coldtown,https://images.gr-assets.com/books/1367312471m/12813630.jpg,Holly Black
13079,Skinny Dip,https://images.gr-assets.com/books/1375588741m/13079.jpg,Carl Hiaasen
23492741,The Marriage of Opposites,https://images.gr-assets.com/books/1438581390m/23492741.jpg,Alice Hoffman
12987640,Imagine: How Creativity Works,https://images.gr-assets.com/books/1327000473m/12987640.jpg,Jonah Lehrer
2295829,"Feast of Fools (The Morganville Vampires, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rachel Caine
13545075,"UnWholly (Unwind, #2)",https://images.gr-assets.com/books/1337871062m/13545075.jpg,Neal Shusterman
6751,Consider the Lobster and Other Essays,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,David Foster Wallace
7005865,"The Atlantis Complex (Artemis Fowl, #7)",https://images.gr-assets.com/books/1274866326m/7005865.jpg,Eoin Colfer
43781,Merrick (The Vampire Chronicles #7),https://images.gr-assets.com/books/1170230458m/43781.jpg,Anne Rice
18739426,"The Bands of Mourning (Mistborn, #6)",https://images.gr-assets.com/books/1450134973m/18739426.jpg,Brandon Sanderson
11987,The Myth of Sisyphus and Other Essays,https://images.gr-assets.com/books/1401656886m/11987.jpg,"Albert Camus, Justin O'Brien"
16071745,"Someday, Someday, Maybe",https://images.gr-assets.com/books/1480527588m/16071745.jpg,Lauren Graham
12204,The Road Not Taken and Other Poems,https://images.gr-assets.com/books/1415677882m/12204.jpg,Robert Frost
19547856,Simon vs. the Homo Sapiens Agenda,https://images.gr-assets.com/books/1402915678m/19547856.jpg,Becky Albertalli
383206,Wives and Daughters,https://images.gr-assets.com/books/1348267609m/383206.jpg,"Elizabeth Gaskell, Pam Morris"
12558285,"Splintered (Splintered, #1)",https://images.gr-assets.com/books/1340134213m/12558285.jpg,A.G. Howard
153540,The Little House,https://images.gr-assets.com/books/1363184334m/153540.jpg,Virginia Lee Burton
6174,Survival in Auschwitz,https://images.gr-assets.com/books/1414374949m/6174.jpg,"Primo Levi, Stuart J. Woolf, Philip Roth"
500743,"The Wizard Heir (The Heir Chronicles, #2)",https://images.gr-assets.com/books/1298426467m/500743.jpg,Cinda Williams Chima
32831,"The Mysterious Island (Extraordinary Voyages, #12)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Jules Verne, Caleb Carr, Jordan Stump"
321577,Girl in Hyacinth Blue,https://images.gr-assets.com/books/1364742503m/321577.jpg,Susan Vreeland
457762,Sylvester and the Magic Pebble,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,William Steig
9542439,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",https://images.gr-assets.com/books/1327946219m/9542439.jpg,Philippa Gregory
8437667,Live Wire (Myron Bolitar #10),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Harlan Coben
818811,Escape,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Carolyn Jessop, Laura Palmer"
15154,"The Collectors (Camel Club, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,David Baldacci
841628,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Douglas Adams
78876,"Maskerade (Discworld, #18; Witches #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Terry Pratchett
219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",https://images.gr-assets.com/books/1333217655m/219205.jpg,Stephen R. Donaldson
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Marcus Buckingham, Curt Coffman"
47994,"The Last Continent (Discworld, #22; Rincewind #6)",https://images.gr-assets.com/books/1332672492m/47994.jpg,Terry Pratchett
7769,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dr. Seuss
205476,Our Town,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Thornton Wilder, Donald Margulies, Tappan Wilder"
3047848,"Heartless (Pretty Little Liars, #7)",https://images.gr-assets.com/books/1265496817m/3047848.jpg,Sara Shepard
32501,"Echo Park (Harry Bosch, #12; Harry Bosch Universe, #14)",https://images.gr-assets.com/books/1168391416m/32501.jpg,Michael Connelly
113138,The Winner,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,David Baldacci
18659623,Through the Woods,https://images.gr-assets.com/books/1414845473m/18659623.jpg,Emily Carroll
94319,"Ark Angel (Alex Rider, #6)",https://images.gr-assets.com/books/1311648941m/94319.jpg,Anthony Horowitz
68811,Momo,https://images.gr-assets.com/books/1420905611m/68811.jpg,Michael Ende
20423680,"The Last Town (Wayward Pines, #3)",https://images.gr-assets.com/books/1399508172m/20423680.jpg,Blake Crouch
23009402,Saint Anything,https://images.gr-assets.com/books/1414680105m/23009402.jpg,Sarah Dessen
13320466,The Twelve Tribes of Hattie,https://images.gr-assets.com/books/1354713124m/13320466.jpg,Ayana Mathis
16434,The Taking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dean Koontz
226706,"If There Be Thorns (Dollanganger, #3)",https://images.gr-assets.com/books/1321684186m/226706.jpg,V.C. Andrews
228696,Owl Moon,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Jane Yolen, John Schoenherr"
12857,The Gambler,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson"
13413589,"Frost Burned (Mercy Thompson, #7)",https://images.gr-assets.com/books/1344299919m/13413589.jpg,Patricia Briggs
59145,Père Goriot,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Honoré de Balzac
3522419,"Nemesis (Harry Hole, #4)",https://images.gr-assets.com/books/1327312660m/3522419.jpg,"Jo Nesbø, Don Bartlett"
31426,The Collected Poems,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Sylvia Plath, Ted Hughes"
84151,"Night Play (Dark-Hunter #5, Were-Hunter #1)",https://images.gr-assets.com/books/1316131575m/84151.jpg,Sherrilyn Kenyon
9086994,Aleph,https://images.gr-assets.com/books/1397502326m/9086994.jpg,Paulo Coelho
12351649,"Perfection (Neighbor from Hell, #2)",https://images.gr-assets.com/books/1406578931m/12351649.jpg,R.L. Mathewson
6687247,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Andrew Ross Sorkin
1470232,Magic Hour,https://images.gr-assets.com/books/1320542057m/1470232.jpg,Kristin Hannah
4796,The Winter of Our Discontent,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"John Steinbeck, Susan Shillinglaw"
373755,"Absalom, Absalom!",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,William Faulkner
22510983,"Girl Online (Girl Online, #1)",https://images.gr-assets.com/books/1410112710m/22510983.jpg,"Zoe Sugg, Siobhan Curham"
205821,Caddie Woodlawn  (Caddie Woodlawn #1),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carol Ryrie Brink
24950845,"Tricky Twenty-Two (Stephanie Plum, #22)",https://images.gr-assets.com/books/1431363154m/24950845.jpg,Janet Evanovich
139855,Knowing God,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,J.I. Packer
68396,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,R.A. Salvatore
2177236,Hold Tight,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Harlan Coben
71252,The Kindly Ones (The Sandman #9),https://images.gr-assets.com/books/1339922887m/71252.jpg,"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell"
25103,Worlds' End (The Sandman #8),https://images.gr-assets.com/books/1339922260m/25103.jpg,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King"
826845,The Chrysalids,https://images.gr-assets.com/books/1271095852m/826845.jpg,John Wyndham
122967,The Ugly Duckling,https://images.gr-assets.com/books/1381355973m/122967.jpg,"Hans Christian Andersen, Jerry Pinkney"
81939,The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Miguel Ruiz
29641,The End of the Affair,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Graham Greene, Monica Ali"
25205422,Who Do You Love,https://images.gr-assets.com/books/1432136838m/25205422.jpg,Jennifer Weiner
739840,Bambi,https://images.gr-assets.com/books/1344401718m/739840.jpg,"Felix Salten, Barbara Cooney"
59924,The Lathe of Heaven,https://images.gr-assets.com/books/1433084322m/59924.jpg,Ursula K. Le Guin
1362,The Histories,https://images.gr-assets.com/books/1399225547m/1362.jpg,"Herodotus, Aubrey de Sélincourt, John M. Marincola"
17798287,"Driven (Driven, #1)",https://images.gr-assets.com/books/1366000080m/17798287.jpg,K. Bromberg
18402,The Dante Club,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Matthew Pearl
46544,"The Shelters of Stone (Earth's Children, #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jean M. Auel
5292853,"Hunting Ground (Alpha & Omega, #2)",https://images.gr-assets.com/books/1375461295m/5292853.jpg,Patricia Briggs
5356711,The Winner Stands Alone,https://images.gr-assets.com/books/1358266380m/5356711.jpg,Paulo Coelho
133430,Centennial,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,James A. Michener
6261522,"The Body Finder (The Body Finder, #1)",https://images.gr-assets.com/books/1358266631m/6261522.jpg,Kimberly Derting
6870,Enduring Love,https://images.gr-assets.com/books/1313656531m/6870.jpg,Ian McEwan
36071,First Things First,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill"
28541,"Dragonsong (Harper Hall, #1)",https://images.gr-assets.com/books/1407659596m/28541.jpg,Anne McCaffrey
595375,Annie on My Mind,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nancy Garden
